User_Name,Location,Tweets
WLOYisPlaying,"Baltimore, Maryland, USA",Ghosts by The Dangerous Summer on Ghosts (Hopeless Records) #NowPlaying
GattoTheCat,London,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
Prachayamate,,"I'm a hopeless case....

IF I AM ARTHIT AND KONG ASKED ME TO DO THE FIRST MOVE OF GETTING BACK ON HIM. AS TOXIC I M… https://t.co/g3sGVQQ6t7"
AnaLaBella_,"Dear New York,",RT @darkwoodthief: I’m a hopeless romantic
worldwidejung,,"big smiles, listening to the rain, a bed with too many pillows, singing along to the radio, stays up late playing v… https://t.co/7EDloKfHwQ"
peekableu,,It's just a really depressing game with nasty themes that tries to tell you everything is actually hopeless and lif… https://t.co/736aEXJXuk
NightmareB0nn13,My Own Equestria,Everyone Thinks I'm Ok! But I Feel Hopeless And Worthless! And A Son Of A Bitch! https://t.co/5IkKvkO7Ma
veratjy_,singapore ,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
LuccketiMandy,"Derry City, Ireland","RT @andreemurphy: Just back from Lidl. Have to say in all the overheard conversations neither the Protocol nor Article 16 were mentioned.
D…"
redhead_cdn,"Halifax, Nova Scotia","RT @Solange54138238: @CinderMercury @Bell_LetsTalk 

The 🇨🇦 comments towards binational couples and families are distateful bordering on bu…"
doyieshii,,@O2JSP hopeless bangettt😭😭
sammo_mandy,,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
RicScott8,🇬🇧,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
jccjae,priv when sleeping ,yes im a hopeless romantic what about it!
boneymalone1962,"newcastle upon tyne,england","So Shelvey and Hendrick start again and ASM on the bench ,hopeless selection again ,Bruce is clueless"
drinks_mobi,,Massive Beer Review 3271 Long Live DDH Hopeless Romantic Hazie Double IPA https://t.co/4mhbZZ9Od7
BAEKUNDILF,OT23 ,You dumb hopeless romantist 💔😭 https://t.co/civy3XWnv2
Berna71164899,,"@OceanKagankaan1 @Laves0707 @gigante_enza Yes unfortunately hopeless case, I have the same feeling🙌🙌"
Consul001,,@VanishingPoin_t @ToryRebuttal ... many hopeless cases are being treated for the sake of it.
Berna71164899,,"RT @OceanKagankaan1: @Berna71164899 @Laves0707 @gigante_enza Her acting is really awful, it’s a hopeless case no matter how much she tries…"
ira_xb,,This is one of my bad days where I feel hopeless and screwed up
OceanKagankaan1,,"@Berna71164899 @Laves0707 @gigante_enza Her acting is really awful, it’s a hopeless case no matter how much she tries to improve it"
FunSize_Shaila,"Mississippi, USA","January 30th: God is able to bring hope into your life even when everything seems hopeless.

My life is a gift and… https://t.co/avsb5BNo2W"
hkdemonow,Hong Kong,RT @alvinllum: Bar chairman Paul Harris SC shared with us his legal career plus thoughts protest &amp; foreign judges. In this difficult climat…
viletsky,army/stay/engene/tomoon/anitwt,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
smolsungsells,she/her,@minhoricano tim hopeless
blueribs,she/her • 22,"lan zhan kept the flower wei ying threw him ages ago during that hunting event. he kept it as a bookmark. 🥺
hanguan… https://t.co/a1FiDmPMAZ"
willowIisa,she/her,@LaIisa327 @BLACKPINK Feeling hopeless rn 😭 @BLACKPINK https://t.co/AsuXZqOiDf
BtSteph,London,Trying to get hold of @virginmedia via app or phone is hopeless. What ever happened to customer service?… https://t.co/jw7cT4V55G
trailblazerustp,"C.M Recto Avenue, Lapasan, Cagayan de Oro City",The darkness can pull us to places that distort our perception of reality. It can get hold of us and seep to each o… https://t.co/UF5jCxhMZx
khaius_KN,"Rizal, Laguna","fix it, or maybe you know, you just can't. Have you ever cried, because now you feel hopeless, no, you're hopeless.… https://t.co/DQLdtKyr5I"
cravingforjae,,im hopeless.....
YashShahCa,"Ahmadabad City, India","RT @PallavCa: India will be the only country to recover huge late fees and fines even in times of epidemic. Despite persistent requests, th…"
chicanorapradio,"California, USA","Streaming #LiveMusic now: ""King Lil G - Hopeless Boy ft. David Ortiz""
GO LISTEN AT: https://t.co/LUYEBxrTcp"
TheAlexHughes,Scotland,RT @DickWinchester: Another Labour pol with no vision and no aspiration for Scotland.  These useless dimwits need calling out.  They're utt…
HourlyOWbot,,"So I'll hold steady like a tiger in the dark
All my days are ready to be hopeless at the stars"
Macfiles2,,"@devisridhar ""Hopeless administration"".. 
Wow.. you really said that. 

Worst economic impact, highest death toll,… https://t.co/STzeVOU9G6"
SolemnLovebird,Stuck in your head.,"@hopeless_gf Pffft.

Be all narcissistic at me, mommy Amber. 😤"
IzunwanneJohn,,"RT @hubert24hrs: When you see how hopeless, irredeemable &amp; unsalvageable Africa is especially Nigeria, God in his infinite Mercy raised an…"
yoursIoved,single ,"RT @styles_avan: Avan Styles

• 24 years old 
• bisexual 
• A bit shy until i know you.
• Love the outdoor 
• Hopeless Romantic 

rt/like 🥺…"
iamtracearnold,,"in within the years, I had sad, lonely and hopeless. I almost died and chose my dreams over everything I never aske… https://t.co/JOPQIjdbNC"
ChilternsLass,,"@RLomely @guyverhofstadt I mean, you know you're a hopeless FBPE case when even *Guy Verhofstadt* can't defend the… https://t.co/DkQ0SGTJlZ"
mlkto_,they / she // 🇭🇺,its toast and im crying and ts not hopeless i have drawing pngs and most recent psds backed up n im lucky to have o… https://t.co/CFklKvhWE6
hya_clara2021,"Catbalogan City, Samar",I feel so hopeless...
lorrain00414525,West Sussex,@wes92i_2 It is hopeless as if they don't open we can't support them. I think the Government have made it too appea… https://t.co/VLXigABavM
Aubvrie,🇦🇺 ,"@Zan_Edits it was 🥲

now it's hopeless"
Giri240488,"Chennai, India",@lovethalaivar Ok bro i rest my case.. i just shared my view point.. pls dont compare thuqlaq with vikatan and mura… https://t.co/46wSqLg7OM
5flahdrive,somewhere between ,"RT @kwinjeyyyy: You don't deserve someone who will let you feel hopeless, useless, alone, lonely, and unloved."
Ebube60992198,Nigeria,"RT @Amy_bundle: This movie ""seriously single"" taught me that there are really hopeless romantics. They're not really in love with their par…"
WahidaZazai,"Stockholm, Sverige","RT @TSeries: Our latest single about the pain of loving someone, is out now. #Veham tells the tale that every hopeless romantic will relate…"
Frecklish1,,RT @DickWinchester: Another Labour pol with no vision and no aspiration for Scotland.  These useless dimwits need calling out.  They're utt…
ntrvrtlix,udn's 🏳️‍🌈 17,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
jlj21964,s wales Bridgend,"boris /Working class men are ‘criminal’ and ‘hopeless’ (1995)
, he wrote: The modern British male is useless.
If he… https://t.co/wAuClFXcBF"
rosiesunshxbe,she/her🤍 bi,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
AlienZoya,somewhere in the universe,"RT @Diane78311728: Being the hopeless romantic i am, this is something I’m sure capable of😌😍"
cherese88419639,,@akaneotani This guy is amazing! I am so happy this happened! Hope for us in a time where it looks hopeless
GatcMark,,RT @SusanDavid_PhD: Just saying “let go” is enough to bring a sense of relief. But those same words can also evoke the anxiety that we will…
lalytatweets,,Shouting into a raging #COVID19 storm about the myriad of things that need to be considered and done may feel hopel… https://t.co/LoYd7wmW6h
appleby626,,"never knew that studying when you feel lonely hopeless sad etc. hits so damn good, like, it gets rid of your tears✨… https://t.co/0FtDsyXD1d"
kyualauwu2,she/her ,"@tanyainrl i feel like i became a zombie 
not alive, but im still walkin'
sama 
we are only human, it's okay to feel hopeless and lost"
craighallam84,"Doncaster, Yorkshire, UK",RT @HopelessMaine: Making friends - Hopeless Maine goblins take this literally. https://t.co/B95oaHovs2
lostengineer7,Lebanon,RT @AnisTabet23: How old were you when you realized that this country is hopeless?
rikkismeltzer,Ottawa,"RT @Scribulatora: This vaccine narrative is everything that's wrong with politics, all in one place, sewed up like a voodoo doll.

Scared,…"
heslyricsbot,,"I know you were way too bright for me
I'm hopeless, broken
So you wait for me in the sky
Browns my skin just right"
wendadda,"Houston, TX",RT @icyems: being a hopeless romantic sucks
Cheryl_Tracy1,,@PaulBromford A bit of a lie in (I’m hopeless in the morning) and an hours walk every evening to bookend my working day.
gyeoulbom_,,"@Moon_Tonigth @tanyainrl @ailoofyu ""We are only human
It’s okay to feel hopeless and lost""- Live Your Life"
seadeyy,"Cabanatuan, Central Luzon",📖: Losing Hope by Coleen Hoover (Hopeless #2)
KOUTAROCORE,,"Not to catch feelings pero hi i am not sorry for being a hopeless romantic, for being an atsumu kinnie. for repress… https://t.co/DHW8xkQ2Um"
wenzilethusi,,@MbalulaFikile @nomsa_maseko It is unfortunate the Bheki and his police respond in a totally different manner with… https://t.co/sSlCcsqgE4
DRoyUTDv2,,@SheffieldUnited @footboxing Maguire more focused on wrestling with one of the Sheffield players rather than using… https://t.co/KDWUm97Lux
Ottisb,United Kingdom,@SportsDirectUK Thanks for the PM hopefully we can come up with a resolution not to involve @Hermesparcels to deliv… https://t.co/UZs39Y1Y2C
discourseplease,@proseart @projectwarrior,@SkiersRight Things got bad v. v. quickly. Or we were too trusting for too long. I guess that's what happens with m… https://t.co/j8rneKtPOJ
JenniferAFrale3,,🦅fuckin hopeless. Get your shit. Get your lunch whatever. Let's go
Butterfly11_22,𝓛𝓸𝓿𝓮 💞🌠,RT @pendragonally: because he's completely hopeless and it's oddly endearing 😂😍
wayne01692557,,@perditafelicien Cancel the olympics. If Canada gives athletes vaccines and continues to allow frail seniors and sm… https://t.co/egjZ8fWmO3
KerryThomas20,West Berkshire,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
Zoyaa31589521,Nepal,"RT @HTeamrubina: Rubi is ray of light in the darkness,she is hope in the hopeless times,she is that tiny  smile in the sorrow times.
RUBINA…"
suchandan85,Kolkata,"@PiyushGoyal Due respect sir, We the people of bengal and specially From Behala Kolkata, looking for your attention… https://t.co/iPm4sNRSOq"
eitasm,she/they,the way she looked hopeless and scared to lose ymir https://t.co/vN1GE2t2YW
andreemurphy,Belfast,Just back from Lidl. Have to say in all the overheard conversations neither the Protocol nor Article 16 were mentio… https://t.co/34TFVmJlJt
kamaikazee,cmc '21,we found love in a hopeless placee
finitefam,"Manila, Philippines","Tourniquet is the follow-up to @SincereEngineer's last year’s debut Hopeless single, “Trust Me” - a guttural anthem… https://t.co/n9WnR5sSMM"
Angelasanpedroo,,RT @namelesssnad: im a hopeless romantic in a society where romance is almost rare... it fucking sucks
zjkam,,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
quzhaadwn,03l~she/her,"@tanyainrl we are only human, it's okay to feel hopeless and lost - live your life"
vi0xyyy__,under your bed,"@j0nghuyn that sounds rough tbh, if they aren't there for you then they aren't good, you need people that actually… https://t.co/w9E85vEWPK"
jjkith,𐤀,RT @kveunoia: taekookau where hopeless romantic taehyung proposes to jungkook while love myself is playing on stage idk just a thought🧐 may…
RicScott8,🇬🇧,"RT @greg_curious: @kilcoyne88817 No.
I’ve read you’re timeline &amp; see why you may ask.

I reject secession .  I’m entitled to my opinion as…"
sunflwrLISA,finding blinks,@MMTKchplus @BLACKPINK @4RobotAsahi  @L1SAPEUPEU  @Awtsgege_06  @jenniethesolo @Rmsheilla1 @Chaeyoungsie_bp… https://t.co/VILpnrkgdW
Anaya66679390,,"RT @HTeamrubina: Rubi is ray of light in the darkness,she is hope in the hopeless times,she is that tiny  smile in the sorrow times.
RUBINA…"
CullingfordDex,,@NickGriffinBU Boris Johnson- Working class men are ‘criminal’ and ‘hopeless’ (1995)
germangirlxoxo,,"RT @thatgirlsophh: I’m probably at one of the lowest, most hopeless points in my life.

And yet I have no support whatsoever, I can’t vent…"
JokiTugasHcl,,hopeless insekyur overthinking🥰
marie_donigan,"Royal Oak,  MI",It's unity with the people in the COUNTRY not Republican legislators. They are hopeless. https://t.co/lOx549lMoQ
olori_Abeke,,I dont care abt valentines day and ive made that clear that i dont have to get gifts bt nevertheless i see the effo… https://t.co/Dyu9Db2ie4
Jejeeeeenics_,,Find hope in the hopeless🎶
THilldweller,,@heraldscotland Utterly hopeless. She should just join the corrupt SNP.
Patel07Payal,"Gujarat, India","RT @HTeamrubina: Rubi is ray of light in the darkness,she is hope in the hopeless times,she is that tiny  smile in the sorrow times.
RUBINA…"
honeybunnyxxo,,"Being a hopeless romantic is literally my thing, being with my one true love makes me see how beautiful life is and… https://t.co/6rfX5pf7K9"
__xx__04_,,"RT @HTeamrubina: Rubi is ray of light in the darkness,she is hope in the hopeless times,she is that tiny  smile in the sorrow times.
RUBINA…"
HTeamrubina,Nepal,"Rubi is ray of light in the darkness,she is hope in the hopeless times,she is that tiny  smile in the sorrow times.
RUBINA STANDS STRONG"
