User_Name,Location,Tweets
AnarchoCatdad,Belgium,"@SecondSpectre Your teammate will dash forward into a clearly ill-advised and unwinnable fight, die, then ""???"" you… https://t.co/NnLrw97BL3"
The_veenaD,India,"@rishibagree Bilkul ... Jaise CHAIWALA-Fakir 8000cr ke plane me ghumata hai &amp; 20,000 cr ka ghar bana raha hai 🤪… https://t.co/XTN6xwawvE"
keithevillain,,thinking about how megumi always tells yuji not to get himself killed while he himself is ready to pull his general… https://t.co/Vf8khjCuMM
LE7E0,📸,"RT @AIYIAL: Dr Saleem,brother of Dr Azhar Hussain,who allegedly killed his daughter&amp;committed suicide in Multan last week,was found dead in…"
BradDunning11,Isle of Man,"RT @TommyiestThomas: Here’s a reminder that Dick Grayson is a convicted felon who broke out of prison, Superboy killed police officers, Bea…"
kakiswak,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Alexlizzett,"Donna, TX","Not to mention there’s fucking child predators, cp, pornography, suicide, murder, rape, I can go on from that list… https://t.co/cDz8QRslFW"
Vicky23690201,जंबू द्वीपे भरत खंडे आर्यवरते ,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
MAFgeek,Maine ,"RT @sfpelosi: Its been 22 days since Trump’s deadly sedition mob and I hope all the Capitol lawmakers, staff, press, security, and support…"
YuvikaJain6, Earth,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
pss1987,India,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
thenadia076,,RT @NH_India: “Lootyens” gang is spreading rumours that I ran away from #Mumbai because I did not want to repeat my stay at #Taloja jail. N…
Good74738318,"Texas, USA","RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
kiranp4912,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Lungah___,,RT @Tsholo_Blacki: I knew this was a scam the minute someone committed suicide and they declared it as Covid. Go to the hospital when you a…
Manisha95438220,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
jennyz_zayn,India,"RT @ShikhaC95: After 13-14th june~ Why suddenly every bullyweedians became suicide specialist?

CBI Decode SSR Murder"
JagguSsrian,,"RT @its_AkRaj: @VijayShekhar9 Chacha 

Many are unknown to him ,He is the one who was going to make movie on Sushant Titled Suicide or Murd…"
JohnWest_JAWS,,RT @FishGirls23: Just watched this catch up TV. A must. Listen to how fells and mountains brought about healing to people's lives from depr…
SalonyGupta4,"Kolkata, India","RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
Reality08387397,,"RT @itsmekkd05: No suicide note
No froth from mouth
No eyes protruded 
No tongue popping out
With no circumstantial evidence of su!cde how…"
FMikemajor,"Greater Accra, Ghana",RT @Adomonline: Senior Police Commander allegedly commits suicide; shoots himself in his room - https://t.co/mMmzFu6O7B https://t.co/JQUtrh…
AlecHitchman1,,"RT @MaisonGladys: @iamrichardmh No it was the spat between European Monarchies that wasn't properly resolved in 1918.

The EU ensured that…"
PTSDAdvocate,"Texas, USA",RT @drrickbarnett: I’m a psychologist in private practice. Spent session peeling labels off ~40 prescription pill bottles from ONE patient…
jennyz_zayn,India,"RT @JannatFerdousee: A person whose weight is around  80 kg, who committed suicide (as per fake theory) but Fan did not bent,  How..?

- CB…"
billstansa12,WITH BRO BY THE COFFEE SHOP,"RT @amzy_obr: Yes the video came off wrong but what you’re all doing is even worse. If this woman commits suicide, you will all be preachin…"
ruzeksgyver,🇨🇦 || He/Him,"RT @MargotZarinPass: Content note: suicide
.
.
.
.
.
.

This is going to be a thread on how to talk about suicide on twitter. Co-created wi…"
George61097538,Barbara Pit,"RT @tshimalatji: camus explains in the myth of sisyphus that we should embrace the meaningless of the world and accept its absurdity

he of…"
LeopardDivine,Eternal Now,"RT @benthecarman: The great red pilling of America over the last 1.5 years:

August 2019: The most prolific pedophile who had evidence to s…"
AakashV19367314,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
jennyz_zayn,India,"RT @loststar1421: If Disha commited Suicide then why Rohan is hiding????

CBI Decode SSR Murder"
monamood,Baghdad / London,RT @VOANews: Iraq Kills IS Commander a Week After Baghdad Suicide Blasts https://t.co/zz4ltbFwdb
rahul92634854,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Leader_kaptan,Pakistan,"RT @AIYIAL: Dr Saleem,brother of Dr Azhar Hussain,who allegedly killed his daughter&amp;committed suicide in Multan last week,was found dead in…"
JAIRAMKHEMKA,"Lucknow, India","RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
desai_ronnie,Mumbai,"RT @MailarigoudaPa2: #savegujaratnre 
@PMOIndia 

Our government has allowed all citizens to live in self-respect under the campaign of Atm…"
ChaploosC,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
UnoamorWalton,Dreamville USA,"RT @AOC: While you conveniently talk about “moving on,” a second Capitol police officer lost their life yesterday in the still-raging after…"
Primaljump,"New York, USA","DC officers were also injured during the Capitol riot

1 killed during the riot and 1 suicide after the riot 

Show… https://t.co/vHBf9aTIRX"
ShalakhaDennis,Nairobi -Kenya,"@ColloSalasya @kipmurkomen 🤮🤮🤮🤮🤮🚮 am not surprised, look at my profile again , no doubt you may commit suicide cz y… https://t.co/rJVgGAmHfE"
KishorGNair1,"Kerala, India","RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
SteveUnknown,,"""IT'S KHALISTAN!!!""
""IT'S ANTI NATIONAL!!!""
""FARMER'S ARE TERRORISTS!!""

(Also)

""IT'S PATRIACHY!!!""
""SUICIDE!!""
""W… https://t.co/gMwEs9kqiN"
pravinshirke,Mumbai,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
SajjanAnusha,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
realestpotato_,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Rakhshi666,,"RT @AIYIAL: Dr Saleem,brother of Dr Azhar Hussain,who allegedly killed his daughter&amp;committed suicide in Multan last week,was found dead in…"
MomsPrincessss,,"Whoever thinks that kisan's are not paying any tax..
Subah ki chai se le kar kheto me dalne wale fertilizers ho ya… https://t.co/lCiKIKNd0k"
Salini_Gupta280,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Kymichie,,"Hi @Anoosh_C, wondered whether you were going to follow up on your fantastic NS article about suicide in the pandem… https://t.co/qkXsXGOPEc"
reach4hopeutah,"St. George, Utah","Reach4Hope is a coalition working to end suicide in our community. If you or someone you know needs help, please ca… https://t.co/bGxUw9uTTX"
mylifeisanmeme,Real Human Bean,"@DPJHodges There is plenty of data. Look at the suicide rates. You can argue about extrapolating this, which is fai… https://t.co/2cTepg3O1c"
cmdott,,"RT @keltiebree: My beloved child has attempted suicide 3 x in 3 months. The hospital ER says, “If she truly wants to die she will do it any…"
Chloe_duncan97,"Nottingham, England","RT @_PaulHamilton: I’ve said it before and I’ll say it again, UfT are playing a dangerous game - and they have an audience! 

To use tragic…"
anil_yeul, India,"RT @MadhuRay_12: Who is the mastermind of Suicide theory???
@ips_nupurprasad
CBI Decode SSR Murder https://t.co/Iia6KNmeKQ"
RyanRains2,"Oshawa, Ontario",@ItsBillyZee @parlertakes Dont forget the two men that committed suicide. Cops too. Despicable this Lin is.
MaisonGladys,Liguria ,"@iamrichardmh No it was the spat between European Monarchies that wasn't properly resolved in 1918.

The EU ensured… https://t.co/UZQgrYSdVl"
YuvikaJain6, Earth,"RT @JannatFerdousee: A person whose weight is around  80 kg, who committed suicide (as per fake theory) but Fan did not bent,  How..?

- CB…"
WendiBury,multi,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
OKMagazine,New York City,Local news reports the father in the family purchased a gun two weeks before the discovery of the bodies.😓  https://t.co/iHHtAaspqB
shakthigj,"Tamil Nadu, India","RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
baishalimajumd5,India,"RT @Nupur90050071: @Samora_SERI_ I agree with you🙏
CBI Decode SSR Murder

@KanganaTeam mam🙏
Our Sushant sir was stressed by those blind art…"
WinyTweets,India,"RT @MadhuparnaMukh2: What are top7 reasons that made you realise that it was a murder and not suicide..Mine👇
1. No note
2. Height discrepan…"
AmySing6,,"RT @ApurvaU21: This ! 💯🙌

Guys please be careful of those who change their narratives too often ! 

Such people usually don't stand their g…"
milknhoneyroses,over the country club,RT @matecha_0: @pen_the_lad @cydney @CantQuitYa2017 @milknhoneyroses @houseofeffie @hotcheetobynbt Yes she deleted all the messages calling…
MonkRastafarian,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Be_Indigenous,India,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Bwent_G,"Ohio, USA","RT @Local12: In a stark reminder of the toll the pandemic is taking on young peoples' mental health, the nation's fifth-largest school dist…"
aslutforsunarin,She/Her filo ( 18+),"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
Hajo_sayys,Q AP ny ana ha 😂,"RT @AIYIAL: Dr Saleem,brother of Dr Azhar Hussain,who allegedly killed his daughter&amp;committed suicide in Multan last week,was found dead in…"
activedirect38,"Nowheresville, HI","@__HILO__ @Mixmag Oh STFU! It wasn’t a suicide. Quit spreading rumors! Respect SOPHIE, their family, and their fans… https://t.co/zzAOfYbJKN"
SrikanthIyer10,"Mumbai, India","RT @JusticePmc: @narendramodi More than 100 people lost their lives and some of them committed suicide. Who will be responsible for this?
W…"
Bhawna96558663,,RT @AnitaAr04393992: @varunkapurz @iAmSaffronTiger And how do u know he is not their. Were u present at the scene. Aise to aapko murder ka…
catgirlchuuya,INTP-T 18y/o 🇸🇪,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
Bigmommajanjan,"Boston, MA","RT @LRPow79: In the Capitol #insurrection:
🚓140 Police Officers injured
🚓2 Have committed suicide
🚓1 was beaten to death
Blue Lives don’t r…"
Soxillia,,the suicide rate 📈📈📈 https://t.co/RXqMdRccBi
gurmeet88,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
gugwelihle,"East London, South Africa","RT @valavoosh: Sithole died ""by suicide"" 12 days before Madiba's release. I mention Madiba because Sithole was Zindzi's partner. They had r…"
JustWhatNowWhy,Waiting For My Soros Check ,"RT @NormaJTorres: My deepest condolences and prayers go out to the family of Officer Jeffrey Smith, now the 3rd police officer we’ve lost f…"
gryspeerdr,,RT @SamaraaKhan: Yes suicide is haram but ask yourself how low someone must’ve been feeling because of what you put them through for them t…
ktwolf,"Oneonta, NY",RT @leloveluck: Alarming reports that Iraqi gov will shortly close Jeddah 5 displacement camp - this is the final formal camp in federal Ir…
davidjeaster1,East Sussex,RT @SOS_Initiatives: SOS Silence of Suicide is recognised by @ITV @thismorning on their Suicide Prevention helplines page. Thanks for allow…
MuskanSinghl,,"RT @sushfanseg: The world will remember the name, Sushant Singh Rajput forever. A person who's case was not important and they declared it…"
KAS22_KaaRinn_S,,"RT @brabant_adam: Who thinks one of the Capitol Police who ""committed suicide"" will be ID'd as the culprit behind the sabotage of panic but…"
GurdeepCheema15,"Sangrur, Punjab ","RT @AlwaysBHappy21: Happiness Mantra By practicing meditation, millions of @derasachasauda volunteers live life full of positivity and can…"
wlvrn_tjs,Bangalore,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Msr01724,"Varanasi, India","RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
for_kama,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
SalonyGupta4,"Kolkata, India","RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
TheOrdinaryCit3,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
Prashan08834164,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
jamesadamhunt,My Chair,I'm kinda surprised @tiktok_uk allow videos taking the piss out of wall street guys committing suicide. Surely we s… https://t.co/4HzWQ8t8Vi
